epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,2773.17,1.17334,1.63107,1.44983,0.38855,0.50765,0.41962,0.29759,1.15148,1.59863,1.38497,0.0005347,0.0005347,0.0005347
96,2802.24,1.19698,1.62253,1.48404,0.48567,0.49885,0.48146,0.35195,1.13909,1.5947,1.38478,0.00052975,0.00052975,0.00052975
97,2831.19,1.17474,1.5214,1.45335,0.46536,0.55879,0.50567,0.36312,1.16527,1.46848,1.41516,0.0005248,0.0005248,0.0005248
98,2860.48,1.17151,1.51847,1.45539,0.43808,0.54786,0.45848,0.3281,1.12837,1.64633,1.37692,0.00051985,0.00051985,0.00051985
99,2889.51,1.1236,1.49862,1.43539,0.46306,0.50416,0.47157,0.33792,1.1603,1.65342,1.39994,0.0005149,0.0005149,0.0005149
100,2918.6,1.14896,1.49307,1.4157,0.41487,0.5814,0.45179,0.32794,1.11921,1.58603,1.39444,0.00050995,0.00050995,0.00050995
101,2947.51,1.17036,1.5406,1.46413,0.43077,0.56856,0.47903,0.3348,1.14207,1.52292,1.38283,0.000505,0.000505,0.000505
102,2976.53,1.16257,1.42966,1.4253,0.41798,0.63686,0.50196,0.35786,1.12501,1.52461,1.36751,0.00050005,0.00050005,0.00050005
103,3005.63,1.11575,1.45624,1.42359,0.47524,0.58513,0.50942,0.35393,1.19885,1.49804,1.40717,0.0004951,0.0004951,0.0004951
104,3034.84,1.12789,1.41995,1.42043,0.42398,0.64474,0.52995,0.36429,1.23874,1.48225,1.45898,0.00049015,0.00049015,0.00049015
105,3064.37,1.13165,1.45532,1.42899,0.48178,0.58003,0.53002,0.37978,1.14991,1.45522,1.37802,0.0004852,0.0004852,0.0004852
106,3093.72,1.1593,1.50352,1.44728,0.41439,0.59357,0.50046,0.35745,1.17224,1.49859,1.41512,0.00048025,0.00048025,0.00048025
107,3122.85,1.13029,1.4473,1.42033,0.53811,0.55334,0.5494,0.39648,1.15461,1.49621,1.412,0.0004753,0.0004753,0.0004753
108,3152.08,1.16029,1.48925,1.43314,0.45244,0.58531,0.49097,0.35667,1.10708,1.56178,1.37224,0.00047035,0.00047035,0.00047035
109,3181.3,1.13947,1.43228,1.42171,0.47901,0.57713,0.55581,0.39375,1.17594,1.42649,1.40324,0.0004654,0.0004654,0.0004654
110,3210.54,1.11158,1.40448,1.40749,0.4998,0.5369,0.5162,0.37235,1.08158,1.44738,1.34132,0.00046045,0.00046045,0.00046045
111,3239.56,1.12711,1.40772,1.40309,0.50542,0.58372,0.52972,0.38308,1.08468,1.43915,1.3589,0.0004555,0.0004555,0.0004555
112,3269.06,1.09227,1.32787,1.38019,0.46005,0.6183,0.53893,0.36163,1.23981,1.48853,1.44973,0.00045055,0.00045055,0.00045055
113,3297.98,1.11319,1.40539,1.42701,0.43956,0.6087,0.52061,0.36827,1.13658,1.46457,1.41164,0.0004456,0.0004456,0.0004456
114,3327,1.11851,1.42029,1.41708,0.50439,0.55691,0.52302,0.37649,1.1198,1.44507,1.37803,0.00044065,0.00044065,0.00044065
115,3356.01,1.07902,1.44128,1.41913,0.46254,0.62142,0.55715,0.41588,1.01443,1.37571,1.32275,0.0004357,0.0004357,0.0004357
116,3385.35,1.07077,1.36289,1.38065,0.53227,0.51522,0.55071,0.41092,1.03998,1.44456,1.31503,0.00043075,0.00043075,0.00043075
117,3414.41,1.08702,1.38487,1.39493,0.44838,0.61899,0.54798,0.41477,1.01365,1.39739,1.31688,0.0004258,0.0004258,0.0004258
118,3443.49,1.09236,1.3481,1.40497,0.49376,0.58055,0.51858,0.37026,1.11751,1.48367,1.38221,0.00042085,0.00042085,0.00042085
119,3472.76,1.09067,1.37253,1.39133,0.46898,0.61831,0.52682,0.3716,1.12133,1.41667,1.38345,0.0004159,0.0004159,0.0004159
120,3501.89,1.07204,1.33549,1.38237,0.46395,0.53543,0.52,0.37558,1.16405,1.48898,1.40674,0.00041095,0.00041095,0.00041095
121,3530.97,1.09913,1.32588,1.38635,0.5923,0.5202,0.58466,0.40425,1.17626,1.43757,1.39389,0.000406,0.000406,0.000406
122,3560.06,1.1037,1.40776,1.42242,0.42907,0.60499,0.53452,0.3996,1.02455,1.40695,1.33481,0.00040105,0.00040105,0.00040105
123,3589.1,1.10651,1.38295,1.41605,0.43966,0.63432,0.53826,0.39785,1.03742,1.46302,1.32847,0.0003961,0.0003961,0.0003961
124,3618.15,1.06907,1.35609,1.39214,0.47296,0.62685,0.56438,0.42385,1.03788,1.35346,1.32793,0.00039115,0.00039115,0.00039115
125,3647.35,1.09351,1.25997,1.39012,0.49141,0.63625,0.56531,0.4205,1.04926,1.37051,1.32841,0.0003862,0.0003862,0.0003862
126,3676.7,1.07242,1.29294,1.38287,0.53259,0.60719,0.60165,0.44916,1.06887,1.34402,1.32117,0.00038125,0.00038125,0.00038125
127,3706.13,1.08801,1.33435,1.39226,0.48173,0.58432,0.56024,0.41166,1.08937,1.38386,1.34776,0.0003763,0.0003763,0.0003763
128,3735.23,1.04507,1.28534,1.36764,0.43062,0.6242,0.51795,0.35381,1.17321,1.51778,1.4047,0.00037135,0.00037135,0.00037135
129,3764.31,1.06213,1.30272,1.37937,0.52834,0.58874,0.56496,0.41208,1.06223,1.3559,1.35548,0.0003664,0.0003664,0.0003664
130,3793.42,1.08286,1.29778,1.36939,0.48609,0.60114,0.54867,0.40245,1.04267,1.49472,1.31628,0.00036145,0.00036145,0.00036145
131,3822.57,1.04535,1.29809,1.37608,0.45399,0.59086,0.53205,0.37845,1.08609,1.4623,1.37662,0.0003565,0.0003565,0.0003565
132,3851.84,1.10273,1.30957,1.39553,0.51644,0.59537,0.55623,0.41164,1.07021,1.43315,1.35705,0.00035155,0.00035155,0.00035155
133,3880.88,1.0948,1.31017,1.39825,0.51187,0.63849,0.57409,0.40133,1.1219,1.35307,1.36631,0.0003466,0.0003466,0.0003466
134,3910.08,1.03253,1.22612,1.35897,0.55786,0.60312,0.59788,0.43356,1.09643,1.34198,1.36865,0.00034165,0.00034165,0.00034165
135,3939.07,1.05509,1.27032,1.37076,0.46017,0.62911,0.55986,0.42037,1.02314,1.42867,1.33147,0.0003367,0.0003367,0.0003367
136,3968.14,1.06792,1.22747,1.37115,0.45265,0.67251,0.58075,0.42164,1.08531,1.39834,1.33271,0.00033175,0.00033175,0.00033175
137,3997.03,1.04178,1.24866,1.36084,0.53966,0.57632,0.58032,0.4344,1.04501,1.38112,1.32338,0.0003268,0.0003268,0.0003268
138,4026.18,1.0348,1.19336,1.37181,0.5885,0.57002,0.61258,0.44084,1.13267,1.30736,1.36051,0.00032185,0.00032185,0.00032185
139,4055.31,1.04287,1.29359,1.39332,0.56754,0.59896,0.61302,0.46227,1.0415,1.33083,1.30953,0.0003169,0.0003169,0.0003169
140,4084.82,1.06843,1.25327,1.38923,0.51519,0.6423,0.58997,0.4463,1.02164,1.32814,1.33344,0.00031195,0.00031195,0.00031195
141,4113.9,1.02283,1.25015,1.34734,0.56191,0.56154,0.59064,0.45343,0.98561,1.28989,1.30459,0.000307,0.000307,0.000307
142,4143.05,1.0184,1.18948,1.37334,0.54226,0.60349,0.59399,0.44085,1.06984,1.31673,1.33407,0.00030205,0.00030205,0.00030205
143,4172.03,1.03227,1.22499,1.35522,0.58358,0.56032,0.60521,0.45852,1.01836,1.31844,1.29104,0.0002971,0.0002971,0.0002971
144,4201.01,1.00423,1.17352,1.32726,0.5825,0.55204,0.57377,0.43113,1.03114,1.34552,1.33043,0.00029215,0.00029215,0.00029215
145,4230.01,1.00749,1.21282,1.33983,0.53101,0.64063,0.61531,0.45186,1.06709,1.30654,1.33351,0.0002872,0.0002872,0.0002872
146,4258.97,1.00839,1.16614,1.31826,0.52865,0.58877,0.58208,0.44521,1.02433,1.35653,1.31794,0.00028225,0.00028225,0.00028225
147,4288.34,1.0234,1.22271,1.35222,0.59844,0.56051,0.60629,0.46501,1.00755,1.27278,1.32885,0.0002773,0.0002773,0.0002773
148,4317.76,0.98915,1.12231,1.31955,0.68667,0.56224,0.63184,0.47746,1.03761,1.29216,1.34569,0.00027235,0.00027235,0.00027235
149,4347.05,0.98622,1.17578,1.31929,0.60888,0.5607,0.60466,0.44738,1.05305,1.30611,1.33578,0.0002674,0.0002674,0.0002674
150,4376.17,0.97931,1.12332,1.31687,0.50474,0.68392,0.62623,0.46381,1.07443,1.27,1.34759,0.00026245,0.00026245,0.00026245
151,4405.35,1.01226,1.185,1.34738,0.55487,0.65461,0.63235,0.47965,0.99875,1.27922,1.3014,0.0002575,0.0002575,0.0002575
152,4434.74,1.00736,1.13895,1.33347,0.58151,0.60526,0.64132,0.47294,1.05691,1.2326,1.32286,0.00025255,0.00025255,0.00025255
153,4463.78,1.01453,1.14369,1.33402,0.58086,0.62514,0.63411,0.47714,0.97237,1.25249,1.29668,0.0002476,0.0002476,0.0002476
154,4493.12,0.97887,1.15003,1.32537,0.56453,0.6412,0.63432,0.47632,0.9737,1.26155,1.29111,0.00024265,0.00024265,0.00024265
155,4522.08,0.97053,1.14761,1.33208,0.58306,0.57706,0.591,0.44707,0.94797,1.30655,1.27487,0.0002377,0.0002377,0.0002377
156,4551.15,0.96712,1.07094,1.303,0.60132,0.58292,0.62709,0.46047,1.0209,1.27702,1.31767,0.00023275,0.00023275,0.00023275
157,4580.24,0.95639,1.09839,1.30207,0.55019,0.6094,0.61118,0.46202,0.98518,1.30476,1.29759,0.0002278,0.0002278,0.0002278
158,4609.4,1.00119,1.12533,1.35084,0.59881,0.59526,0.61593,0.48071,0.92178,1.28783,1.27869,0.00022285,0.00022285,0.00022285
159,4638.49,0.99431,1.12113,1.3231,0.52343,0.61487,0.60189,0.46704,0.94852,1.34963,1.29572,0.0002179,0.0002179,0.0002179
160,4667.63,0.97029,1.10788,1.32441,0.59243,0.57258,0.61328,0.4672,0.99408,1.29248,1.32785,0.00021295,0.00021295,0.00021295
161,4697.07,0.96505,1.07237,1.29178,0.56895,0.63558,0.64331,0.48905,0.98949,1.28985,1.31079,0.000208,0.000208,0.000208
162,4726.39,0.96642,1.10863,1.31584,0.58405,0.61948,0.64321,0.49449,0.97816,1.29454,1.29202,0.00020305,0.00020305,0.00020305
163,4755.72,0.97793,1.12874,1.31857,0.5923,0.66381,0.64614,0.49171,0.96659,1.28634,1.28607,0.0001981,0.0001981,0.0001981
164,4784.78,0.96339,1.09968,1.32242,0.60983,0.6372,0.64693,0.49293,0.97437,1.23685,1.29661,0.00019315,0.00019315,0.00019315
165,4813.86,0.95553,1.08068,1.29479,0.64142,0.55943,0.61969,0.47124,0.97418,1.39741,1.29147,0.0001882,0.0001882,0.0001882
166,4843.11,0.97302,1.06789,1.30568,0.63041,0.63256,0.64747,0.49464,0.97275,1.25962,1.27597,0.00018325,0.00018325,0.00018325
167,4872.71,0.97412,1.09944,1.31813,0.61981,0.62141,0.65334,0.50294,0.95208,1.25252,1.27094,0.0001783,0.0001783,0.0001783
168,4901.96,0.93835,1.05012,1.2977,0.61179,0.65284,0.65076,0.51105,0.93057,1.23111,1.2644,0.00017335,0.00017335,0.00017335
169,4931.28,0.93227,1.02716,1.26268,0.57526,0.66503,0.66542,0.51516,0.96194,1.2339,1.27941,0.0001684,0.0001684,0.0001684
170,4960.47,0.93145,1.03349,1.29742,0.6595,0.58171,0.66168,0.50735,0.9585,1.263,1.28065,0.00016345,0.00016345,0.00016345
171,4989.5,0.9288,1.02782,1.28555,0.62545,0.6204,0.63758,0.49685,0.9361,1.22699,1.27239,0.0001585,0.0001585,0.0001585
172,5018.67,0.92681,1.03548,1.27109,0.66452,0.59107,0.66467,0.51312,0.92831,1.2055,1.26199,0.00015355,0.00015355,0.00015355
173,5047.66,0.95499,1.0441,1.31104,0.62699,0.61047,0.6474,0.50335,0.92538,1.23434,1.25611,0.0001486,0.0001486,0.0001486
174,5076.93,0.92431,1.00014,1.27506,0.59696,0.61862,0.6413,0.49918,0.92323,1.27861,1.2555,0.00014365,0.00014365,0.00014365
175,5106.01,0.90617,0.99653,1.26971,0.6444,0.59562,0.65649,0.50845,0.93201,1.19845,1.27778,0.0001387,0.0001387,0.0001387
176,5135.06,0.94193,1.02909,1.29148,0.6214,0.6431,0.67272,0.52373,0.92861,1.19786,1.25751,0.00013375,0.00013375,0.00013375
177,5164.31,0.92255,0.97277,1.26998,0.6572,0.61089,0.66613,0.52147,0.91579,1.20427,1.24877,0.0001288,0.0001288,0.0001288
178,5193.29,0.9342,0.98875,1.26945,0.65231,0.59711,0.65554,0.52112,0.90407,1.23765,1.26087,0.00012385,0.00012385,0.00012385
179,5222.35,0.93391,1.02114,1.27679,0.61354,0.66886,0.66423,0.52246,0.91216,1.1801,1.24667,0.0001189,0.0001189,0.0001189
180,5251.5,0.92013,1.0324,1.29621,0.64532,0.60802,0.65449,0.51991,0.88964,1.21287,1.23029,0.00011395,0.00011395,0.00011395
181,5280.85,0.87992,0.94536,1.22832,0.65414,0.59426,0.64719,0.51907,0.87184,1.21229,1.23995,0.000109,0.000109,0.000109
